"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YOR098C",143.68456680468,-0.252989116042821,0.212954736832377,0.219622914868626,0.297586377835372
"YOR099W",320.195918257,-0.514462442636124,0.253272881130874,0.0331797093989093,0.0598761508886992
"YOR100C",44.0091338059028,-1.59009826213336,0.331958633844536,1.97925121711766e-07,1.12934938812789e-06
"YOR101W",14.3998046820359,-0.336905486566758,0.408301855218032,0.35077219880384,0.437111294504047
"YOR103C",77.3506175772672,0.421603717216284,0.22278902651672,0.049711691364994,0.0845842985675685
"YOR104W",28.7920986251248,1.19122544681441,0.354547641790088,0.000219173158988381,0.000697870395886961
"YOR106W",45.4778540233813,0.60206253654367,0.291836667438456,0.0279407988208813,0.0516436470738427
"YOR107W",56.1018920878606,-1.10983560216863,0.277820799980207,2.22367921497321e-05,8.67203749872957e-05
"YOR108W",37.8431987816149,0.827158993528469,0.291391191067502,0.00246370955915185,0.00605798708965027
"YOR109W",102.090753394101,-0.962079042631283,0.260832319722061,0.000101318646069726,0.000350027009902174
"YOR110W",50.248316756607,0.264017807167754,0.311838148910133,0.363477168865476,0.449423701912041
"YOR111W",32.2176057950868,-0.334172864357528,0.314229364150731,0.253024335999058,0.334290902552712
"YOR112W",39.2990531417031,-0.31127736080547,0.286987465449555,0.249450481835048,0.330444751032203
"YOR113W",113.143147603335,-0.555868030738437,0.223583199545387,0.00987342832983818,0.0207569355865869
"YOR114W",19.6461170233849,0.602161463032694,0.356450898951362,0.0633644174488872,0.104730200064045
"YOR115C",50.2349934580775,0.0726354800053522,0.273104044952872,0.77898114252445,0.827732490501557
"YOR116C",203.511454606671,-1.81678389511136,0.300592270096922,1.05423244958804e-10,9.72023263535727e-10
"YOR117W",271.725562597323,0.631504357548049,0.208844833899044,0.00178205754187236,0.00454824860251476
"YOR118W",114.492237207263,-0.00973278404805904,0.206023516290045,0.96116013574381,0.970219466368911
"YOR119C",98.0883393181606,0.868347120535133,0.239333207500121,0.00014974176260925,0.000496376116649352
"YOR120W",349.387201989275,-0.164694060090285,0.170921894041477,0.325143387857826,0.411060959586886
"YOR122C",355.105766319809,0.185776432859461,0.159301010955348,0.234989823468734,0.313977525647164
"YOR123C",196.835405703198,1.12816582096009,0.341931285548364,0.000310277170228993,0.000955715465157779
"YOR124C",352.618125130447,0.301802035421703,0.186577351916247,0.0971508656397505,0.150957915945248
"YOR125C",91.3941528768395,0.146539113741363,0.199772005230947,0.450350214989424,0.537160065811974
"YOR126C",24.8769791639412,0.3284614762768,0.307534638172753,0.252456165768045,0.333949735667991
"YOR127W",93.080241628342,-0.71655119621349,0.209793148620391,0.000413404814366739,0.00123445115882486
"YOR128C",111.853772830268,0.358627613788395,0.239011368159144,0.117762925418109,0.177057702930198
"YOR129C",35.9345424590327,-1.23717483234455,0.337400616608253,6.35854351329458e-05,0.000229939797568425
"YOR130C",45.3380260855805,-0.00831589349538764,0.264678301315963,0.973640287722499,0.980152343153759
"YOR131C",54.706556145505,1.53540374733134,0.286886806620959,1.20211183092451e-08,8.29561435739602e-08
"YOR132W",103.664764346177,0.958499022206158,0.215678852906437,4.06503711348199e-06,1.83602527858728e-05
"YOR133W",144.652519646493,-4.79725029258467,2.00677498648204,1.33679006003877e-05,5.48233254931274e-05
"YOR134W",26.7310875227538,0.976860450824942,0.357439750770031,0.00261131190179971,0.00639226196972422
"YOR136W",845.378333359411,1.01189408898036,0.160472812562133,1.23159613936746e-10,1.12263809092972e-09
"YOR137C",98.108062660864,-0.916028352696934,0.246240231606491,9.69277363079673e-05,0.000336108694582235
"YOR138C",105.48629553572,-0.0706633151829062,0.223355936197185,0.742993309351759,0.798134223603244
"YOR140W",60.6591754631695,-0.769096944397014,0.275068297847478,0.00306716503797097,0.00738799398635827
"YOR141C",152.74260720914,0.334566970670977,0.21239936050447,0.10360044789547,0.159114973615519
"YOR142W",306.120914024529,-0.16917993196198,0.226254441776535,0.437873127764955,0.524863419828462
"YOR143C",34.6017171221732,-0.178640120871771,0.308939058374604,0.535463585967,0.619056821725187
"YOR144C",28.8256638643614,-0.814634161566467,0.335796208907023,0.00826066618458272,0.0177209745693148
"YOR145C",97.9379821627817,-0.22574462942875,0.207168782664679,0.261062351306228,0.342165142954282
"YOR147W",187.846036026618,0.468870009833564,0.202233026397945,0.0168815539707735,0.0334686272920034
"YOR148C",109.289644030573,-0.850649669597967,0.25873203948796,0.000539158653845826,0.00155654460511529
"YOR149C",41.3304660749009,-0.871157114925557,0.3499161320663,0.00632315803076641,0.0140237622753238
"YOR150W",106.652090704115,0.491327289137833,0.194963522970341,0.00954912062658635,0.0201818037075747
"YOR151C",296.964364710319,0.00911854349645769,0.195405162664527,0.961751225076137,0.970640190730157
"YOR152C",62.5832305425312,0.487590407475384,0.239372442802219,0.0335994448757808,0.0604572886957103
"YOR153W",543.593744653978,-0.219345031277301,0.260035843283882,0.375734576925176,0.461403717507454
"YOR154W",83.4049533393257,-1.21086609812782,0.253690920731175,5.1774827071833e-07,2.72785252566734e-06
"YOR155C",70.4133451300698,-0.230225228214594,0.249089740661288,0.333714784049591,0.419611115911532
"YOR156C",30.8859527053201,-0.506171588188628,0.300917462680515,0.0721024933939522,0.11710084156049
"YOR157C",189.600493301995,1.09037058905999,0.192376141320084,5.33705017215427e-09,3.91079373799041e-08
"YOR158W",128.609636657601,1.3470580488351,0.294848991412688,1.0318882772005e-06,5.16779299975682e-06
"YOR159C",22.1062658219608,0.142673476521523,0.351189684553534,0.656713169164107,0.725761510899102
"YOR160W",76.1476890466948,-0.788080489261292,0.231622850808185,0.000393271068397069,0.00118129804741277
"YOR161C",116.601290035015,-1.92185356376043,0.258501087282881,5.81956092374593e-15,9.00253744009474e-14
"YOR162C",65.8178010899833,0.142256606580708,0.240807787248566,0.537950279837244,0.620967128328942
"YOR163W",55.2197099122402,-0.5965201708437,0.28648049504879,0.0268668310288661,0.049923717717636
"YOR164C",55.286856435012,-1.02265105827187,0.326629781032704,0.000682722609331047,0.00192695055186211
"YOR165W",144.628085009669,-0.691253781529376,0.240233914146287,0.00265264380082196,0.0064650211495744
"YOR166C",22.8412258897757,-1.50250027843524,0.398365623785883,2.26211755171198e-05,8.8157681214024e-05
"YOR167C",209.285245436583,0.917141277578138,0.194945935297276,1.26111602108762e-06,6.2317259285155e-06
"YOR168W",79.3149980663524,-1.55816067102861,0.253120744767037,9.94328683087865e-11,9.1983661729507e-10
"YOR171C",158.810936277238,-1.05190226752838,0.226457955925194,1.3291389721639e-06,6.53884711659075e-06
"YOR172W",89.4818458107349,-0.466496738778186,0.217632393191804,0.026452782966252,0.0492858977380586
"YOR173W",317.871920495684,0.297093579094636,0.18146161240287,0.0936065764912955,0.146136862234067
"YOR174W",28.5152078961985,0.358343896226536,0.347451958509873,0.259807111297743,0.340840000663635
"YOR175C",160.464199049936,-0.59914391051988,0.177072957304345,0.000532466507280588,0.00154443019741958
"YOR176W",106.324115290174,-0.745468076893215,0.224215795614748,0.000551913778170706,0.00159007130400034
"YOR177C",15.6065451424789,0.822920357848481,0.486926469380244,0.0440696393995566,0.0762185782037673
"YOR178C",1042.86095916082,1.16456345708511,0.133129931126351,7.10945712685053e-19,1.71396392811388e-17
"YOR179C",44.2484070613664,0.439414236728469,0.256696566247123,0.0723923928526019,0.117468891548992
"YOR181W",30.2208602101305,1.2878398410597,0.301548910485325,4.63194142258678e-06,2.07524390847834e-05
"YOR182C",863.880656358428,2.23745863300699,0.259521668323284,1.65555327317429e-19,4.20994346041444e-18
"YOR184W",142.987091886914,-0.268025147108621,0.217387770792583,0.202033660807927,0.27712449680772
"YOR185C",166.999720625059,0.945216049014492,0.16899372466396,1.06649617592366e-08,7.47083924996081e-08
"YOR186W",53.0692543761423,0.203493777907805,0.26376357651902,0.417202499039241,0.503882176783677
"YOR187W",769.332579209677,0.875741338270671,0.218194298689001,3.1300717584354e-05,0.000119885623264971
