"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNR029C",44.3271655426384,0.103271390569662,0.262564973005276,0.440530450375711,0.802305977987388,0.824970825593014
"YNR030W",79.7137328778414,-0.0511670389927496,0.253305503090158,0.777546484251658,0.677887969021864,0.71068488318576
"YNR031C",199.566826423323,-1.13741598070115,0.194988509353941,36.2422372570587,1.3492678546171e-08,6.63201472406235e-08
"YNR032C-A",35.398063917673,0.344027741237103,0.303762106611531,1.4183697384412,0.492045115156807,0.536662602097191
"YNR032W",42.3538119115313,-0.220259767336663,0.280775450158081,0.619118221532553,0.733770396386199,0.763115029765045
"YNR033W",62.0765233691009,-0.843307914195097,0.313872548898337,7.28311936558403,0.0262114305508231,0.0400580287424626
"YNR034W",54.7472647916136,0.0297399519843406,0.243503957740242,18.8802801055069,7.94692778799544e-05,0.000212976134992043
"YNR034W-A",5358.46854679798,6.49082169433135,0.401877280053506,166.991920627925,5.47224048051482e-37,3.01731754811753e-35
"YNR035C",135.091261110973,0.555705426727249,0.224300725416353,9.13988899001752,0.0103585346520328,0.0175339451298391
"YNR036C",242.452425075243,0.70457134323984,0.241620187338343,8.73479641418115,0.0126841993333592,0.0210358267085996
"YNR037C",37.5024996573774,1.4604572126286,0.340089775490947,19.5542445294922,5.67348291697677e-05,0.000156491462925427
"YNR038W",42.0648306716876,-0.847257210462282,0.301774907191896,8.4363223824966,0.0147256973659517,0.0240632067579182
"YNR039C",43.7473222626681,0.190542066290461,0.278111459441832,0.476524544897877,0.787995994350333,0.811605269564824
"YNR040W",22.9732760016012,0.357921706927422,0.370455635109639,2.11028419378684,0.348142953759067,0.397949119352267
"YNR041C",51.2987181150054,-0.701251896308265,0.324786176490296,9.21537484047182,0.00997485931329585,0.0169308111904129
"YNR043W",110.88279010425,-2.17629123782672,0.258215449909131,79.5990525881133,5.19141022455519e-18,7.31923127608807e-17
"YNR044W",27.9880923994055,-0.602240601941973,0.374289711924043,2.59807169245084,0.272794682303436,0.321931253601999
"YNR045W",128.294536676086,0.555489132687535,0.222893256671021,10.2576830853428,0.00592341852813756,0.0105864947956348
"YNR046W",23.5060840711197,0.191354125880751,0.369357126910983,1.95528756994827,0.376196455137173,0.425420074676195
"YNR047W",177.991416228478,-0.676503443053139,0.200215165508081,22.2929719764226,1.44258908774094e-05,4.42632431384535e-05
"YNR048W",23.6810043307233,-0.827764662072294,0.372803007027,5.10113195310691,0.0780374861125115,0.106308894364133
